entity,type,year
2003,DATE,2005
Microsoft Office Project,ORG,2005
2003,DATE,2005
Microsoft Office,ORG,2005
2003,DATE,2005
Microsoft Office,ORG,2005
2003,DATE,2005
Microsoft Office Live Communications Server 2005,ORG,2005
Microsoft Office Live Meeting,ORG,2005
2005,DATE,2005
Microsoft Office,ORG,2005
2005,DATE,2005
Microsoft Office SharePoint Portal,ORG,2005
2003,DATE,2005
Virtual Office,ORG,2005
approximately 40%,PERCENT,2005
Information Worker,ORG,2005
year,DATE,2005
a given year,DATE,2005
North America,LOC,2005
Europe,LOC,2005
Middle East,LOC,2005
Africa,LOC,2005
Information Worker,ORG,2005
Approximately 40%,PERCENT,2005
Information Worker,ORG,2005
approximately 20%,PERCENT,2005
Information Worker,ORG,2005
Information Worker,ORG,2005
24-36 months,DATE,2005
fiscal year 2006,DATE,2005
Office 12,EVENT,2005
the first half of fiscal year 2007,DATE,2005
Microsoft Business Solutions,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft,ORG,2005
Microsoft Business Solutions,ORG,2005
Small,ORG,2005
Mid-Market Solutions & Partners,ORG,2005
Information Worker,ORG,2005
Microsoft,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft Office,ORG,2005
Windows Server System,ORG,2005
Microsoft,ORG,2005
Line of Business Solutions,ORG,2005
Microsoft,ORG,2005
Great Plains,GPE,2005
Microsoft Navision,ORG,2005
Microsoft Solomon,ORG,2005
Microsoft Axapta,ORG,2005
Microsoft CRM,ORG,2005
5,CARDINAL,2005
1,CARDINAL,2005
Microsoft Point,ORG,2005
Sale,ORG,2005
Microsoft Retail Management System,ORG,2005
Microsoft,ORG,2005
The Business Solutions R&D,ORG,2005
Office Small Business Accounting and Business Contact,ORG,2005
Outlook,ORG,2005
Information Worker,ORG,2005
fiscal year 2006,DATE,2005
Microsoft Business Solutions,ORG,2005
Microsoft,ORG,2005
CRM,PRODUCT,2005
Microsoft Axapta,ORG,2005
Microsoft Great Plains,ORG,2005
Microsoft Navision,ORG,2005
Microsoft Solomon,ORG,2005
Microsoft,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
MSN Search,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
third,ORDINAL,2005
NBC Universal,ORG,2005
Microsoft,ORG,2005
Foxsports.com,ORG,2005
Fox Entertainment Group,ORG,2005
Expedia.com,ORG,2005
Match.com,ORG,2005
InterActiveCorp,ORG,2005
CareerBuilder.com,ORG,2005
MSN,ORG,2005
MSN Internet Access,ORG,2005
Premium Web Services,ORG,2005
MSN Internet Software Subscription,ORG,2005
MSN Hotmail Plus,ORG,2005
MSN Bill Pay,ORG,2005
MSN Radio Plus,ORG,2005
MSN Mobile,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
Nielsen Net Ratings,ORG,2005
comScore Media Metrix,ORG,2005
MSN,ORG,2005
more than 420 million,CARDINAL,2005
every month,DATE,2005
MSN Hotmail,PERSON,2005
more than 205 million,CARDINAL,2005
MSN Messenger,ORG,2005
more than 175 million,CARDINAL,2005
MSN,ORG,2005
MSN Internet Access,ORG,2005
MSN Premium Web Services,ORG,2005
Mobile and Embedded Devices,ORG,2005
The Mobile and Embedded Devices,ORG,2005
Windows,PRODUCT,2005
Windows Mobile,PRODUCT,2005
the Windows Embedded,PRODUCT,2005
Windows Automotive,PRODUCT,2005
Windows Mobile,PRODUCT,2005
Pocket PC Phone Edition,ORG,2005
Portable Media Center,ORG,2005
Windows Embedded,PRODUCT,2005
Windows CE,PRODUCT,2005
Windows XP Embedded,PRODUCT,2005
Windows XP Embedded for Point of Service,PRODUCT,2005
Windows Embedded,PRODUCT,2005
Protocol,PRODUCT,2005
IP)-based,ORG,2005
MapPoint,PERSON,2005
the MapPoint Web Service,ORG,2005
XML,ORG,2005
Windows Automotive,PRODUCT,2005
fiscal year 2006,DATE,2005
Mobile and Embedded Devices,ORG,2005
Windows Mobile 5.0,PRODUCT,2005
Enterprise Feature Pack,PRODUCT,2005
Exchange Service,ORG,2005
"July 1, 2005",DATE,2005
MapPoint,ORG,2005
MSN,ORG,2005
the Mobile and Embedded Devices,ORG,2005
MSN,ORG,2005
6 Table of,WORK_OF_ART,2005
The Home and Entertainment,ORG,2005
Xbox,PRODUCT,2005
third,ORDINAL,2005
Microsoft,ORG,2005
Xbox,PRODUCT,2005
Xbox Live,PRODUCT,2005
Home Products Division,ORG,2005
HPD,ORG,2005
Microsoft Office,ORG,2005
Windows,PRODUCT,2005
Xbox,PRODUCT,2005
HPD,ORG,2005
Microsoft Xbox,ORG,2005
fiscal year 2002,DATE,2005
Xbox 360,PRODUCT,2005
May 2005,DATE,2005
the first half of fiscal year 2006,DATE,2005
Europe,LOC,2005
Japan,GPE,2005
North America,LOC,2005
Xbox,PRODUCT,2005
HPD,ORG,2005
Encarta,ORG,2005
Macintosh,ORG,2005
Works,WORK_OF_ART,2005
Microsoft,ORG,2005
MSTV,ORG,2005
the MSTV Foundation Edition,ORG,2005
IPTV,ORG,2005
Redmond,GPE,2005
Washington,GPE,2005
Mountain View,GPE,2005
California,GPE,2005
Fargo,ORG,2005
North Dakota,GPE,2005
Beijing,GPE,2005
China,GPE,2005
Dublin,GPE,2005
Ireland,GPE,2005
Vedbaek,GPE,2005
Denmark,GPE,2005
Hyderabad,GPE,2005
India,GPE,2005
Haifa,GPE,2005
Israel,GPE,2005
Cambridge,GPE,2005
England,GPE,2005
Ireland,GPE,2005
Singapore,GPE,2005
Reno,GPE,2005
Nevada,GPE,2005
Fargo,GPE,2005
North Dakota,GPE,2005
Redmond,PERSON,2005
Dublin,GPE,2005
Ireland,GPE,2005
EMEA,LOC,2005
Singapore,GPE,2005
Japan,GPE,2005
Greater China,LOC,2005
Asia-Pacific region,LOC,2005
Reno,GPE,2005
Fargo,ORG,2005
Redmond,ORG,2005
North America,LOC,2005
Latin America,LOC,2005
third,ORDINAL,2005
Xbox,PRODUCT,2005
Microsoft,ORG,2005
only one,CARDINAL,2005
Xbox,PRODUCT,2005
Intel Corporation,ORG,2005
Xbox,PRODUCT,2005
GPU,ORG,2005
NVIDIA Corporation,ORG,2005
Xbox 360,PRODUCT,2005
IBM Corporation,ORG,2005
GPU,ORG,2005
TSMC,ORG,2005
NEC,ORG,2005
Xbox 360,PRODUCT,2005
fiscal years 2003,DATE,2005
2004,DATE,2005
2005,DATE,2005
$6.60 billion,MONEY,2005
$7.78 billion,MONEY,2005
$6.18 billion,MONEY,2005
20.5%,PERCENT,2005
21.1%,PERCENT,2005
15.5%,PERCENT,2005
each of those years,DATE,2005
third,ORDINAL,2005
third,ORDINAL,2005
7,CARDINAL,2005
fiscal year 2005,DATE,2005
"more than 3,000",CARDINAL,2005
U.S.,GPE,2005
three,CARDINAL,2005
Information Worker,ORG,2005
Windows Vista,PRODUCT,2005
Office 12,ORG,2005
Microsoft Office,ORG,2005
Server & Tools,ORG,2005
first,ORDINAL,2005
the past several years,DATE,2005
MSN Search,ORG,2005
Xbox Live,PRODUCT,2005
Outlook Live and Office Live Meeting,WORK_OF_ART,2005
FrontBridge Technologies,ORG,2005
six,CARDINAL,2005
the North American Region,GPE,2005
the Latin American Region,LOC,2005
Europe,LOC,2005
Middle East,LOC,2005
Africa Region,LOC,2005
Japan,GPE,2005
the Asia-Pacific Region,LOC,2005
Greater China,LOC,2005
one or more,CARDINAL,2005
Acer,ORG,2005
Dell,ORG,2005
Fujitsu,ORG,2005
Fujitsu Siemens Computers,ORG,2005
Gateway,ORG,2005
Hewlett-Packard,ORG,2005
Lenovo,ORG,2005
NEC,ORG,2005
Samsung,ORG,2005
Sony,ORG,2005
Toshiba,ORG,2005
8 Table of,WORK_OF_ART,2005
Enterprise Software Advisor,ORG,2005
These Enterprise Software Advisors,ORG,2005
LARs,ORG,2005
Ingram Micro,ORG,2005
Tech Data,ORG,2005
Software Spectrum,ORG,2005
Software House International,ORG,2005
Dell,ORG,2005
CDW,ORG,2005
Insight Enterprises,ORG,2005
Best Buy,ORG,2005
Wal-Mart,ORG,2005
Target,ORG,2005
5,CARDINAL,2005
250,CARDINAL,2005
customers,ORDINAL,2005
two years,DATE,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
greater than 250,CARDINAL,2005
Software Assurance,ORG,2005
three years,DATE,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Enterprise Agreement,ORG,2005
The Enterprise Agreement,LAW,2005
three years,DATE,2005
The Enterprise Subscription Agreement,ORG,2005
ESA,ORG,2005
ESA,ORG,2005
three-year,DATE,2005
ESA,ORG,2005
one,CARDINAL,2005
MSN,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
Home and Entertainment,ORG,2005
Xbox Live,PRODUCT,2005
Microsoft Business Solutions,ORG,2005
the Microsoft Small Business Center,ORG,2005
Microsoft Developer Networks,ORG,2005
MSDN,ORG,2005
Internet Service Providers,ORG,2005
Dell,ORG,2005
approximately 10%,PERCENT,2005
2004,DATE,2005
2005,DATE,2005
Windows,PRODUCT,2005
Microsoft Office,ORG,2005
more than 10%,PERCENT,2005
2003,DATE,2005
,DATE,2005
,DATE,2005
annual,DATE,2005
one,CARDINAL,2005
IBM,ORG,2005
Hewlett-Packard,ORG,2005
Apple Computer,ORG,2005
Sun Microsystems,ORG,2005
third,ORDINAL,2005
firms,LOC,2005
Linux,ORG,2005
General Public License,ORG,2005
Microsoft,ORG,2005
Windows,PRODUCT,2005
Mozilla,ORG,2005
Windows,PRODUCT,2005
"Apple Computer, Real Networks",ORG,2005
Windows Media Player,PRODUCT,2005
Windows,PRODUCT,2005
Windows,PRODUCT,2005
non-Microsoft,ORG,2005
non-Microsoft,ORG,2005
IBM,ORG,2005
Hewlett-Packard,ORG,2005
Sun Microsystems,ORG,2005
Linux,PRODUCT,2005
Linux,ORG,2005
Windows,PRODUCT,2005
Linux,ORG,2005
Novell,ORG,2005
Red Hat,ORG,2005
IBM,ORG,2005
Sun Microsystems,ORG,2005
the Java 2 Platform Enterprise Edition,ORG,2005
Oracle,ORG,2005
IBM,ORG,2005
Computer Associates,ORG,2005
IBM,ORG,2005
Lotus Notes,PRODUCT,2005
Apache Web Server,ORG,2005
BEA Systems,ORG,2005
Borland,ORG,2005
IBM,ORG,2005
Macromedia,ORG,2005
Oracle,ORG,2005
Sun Microsystems,ORG,2005
the Microsoft Office System,ORG,2005
Apple,ORG,2005
Corel,ORG,2005
IBM,ORG,2005
Oracle,ORG,2005
Sun Microsystems,ORG,2005
Novell,ORG,2005
Red Hat,ORG,2005
Europe,LOC,2005
Asia,LOC,2005
IBM,ORG,2005
Smartsuite,NORP,2005
Corel,ORG,2005
WordPerfect Suite,PRODUCT,2005
Apple,ORG,2005
OpenOffice.org,PRODUCT,2005
Sun,ORG,2005
Novell,ORG,2005
Red Hat,ORG,2005
IBM,ORG,2005
SimDesk,ORG,2005
Microsoft Office System,ORG,2005
Information Worker,ORG,2005
Microsoft,ORG,2005
IBM,ORG,2005
Information Worker,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft Business Solutions,ORG,2005
SMB,ORG,2005
SMB,ORG,2005
Intuit,ORG,2005
Sage,PRODUCT,2005
SAP,ORG,2005
Oracle/Peoplesoft,ORG,2005
Siebel,ORG,2005
SMB,ORG,2005
Salesforce.com,ORG,2005
thousands,CARDINAL,2005
Independent Software Vendors,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
Yahoo,ORG,2005
Google,ORG,2005
AOL,ORG,2005
MSN,ORG,2005
Earthlink,ORG,2005
AOL,ORG,2005
the United States,GPE,2005
the past several years,DATE,2005
Mobile and Embedded Devices,ORG,2005
Windows Mobile,PRODUCT,2005
Nokia,ORG,2005
Openwave Systems,ORG,2005
PalmSource,ORG,2005
QUALCOMM,PERSON,2005
Symbian,ORG,2005
IBM,ORG,2005
Wind River,LOC,2005
Linux,ORG,2005
Linux,ORG,2005
Metrowerks,ORG,2005
MontaVista Software,ORG,2005
DeLorme,ORG,2005
MapInfo,PRODUCT,2005
Mapquest.com,ORG,2005
Rand McNally,ORG,2005
Webraska Mobile Technologies,ORG,2005
Google,ORG,2005
IBM,ORG,2005
QNX Software Systems,ORG,2005
Wind River,LOC,2005
Home and Entertainment,ORG,2005
Xbox,PRODUCT,2005
Nintendo,ORG,2005
Sony,ORG,2005
5 to 7 year,DATE,2005
the first half of fiscal year 2006,DATE,2005
the Xbox 360,PRODUCT,2005
Sony,ORG,2005
Nintendo,ORG,2005
the Xbox 360,PRODUCT,2005
1,CARDINAL,2005
Halo,FAC,2005
non-Xbox,PRODUCT,2005
Xbox,PRODUCT,2005
Acclaim Entertainment,ORG,2005
Activision,ORG,2005
Atari,ORG,2005
Capcom,ORG,2005
Eidos,ORG,2005
Electronic Arts,ORG,2005
Sega,ORG,2005
Tecmo,ORG,2005
THQ,ORG,2005
Ubi Soft,ORG,2005
MSTV,ORG,2005
IBM,ORG,2005
Cisco,GPE,2005
UTStarcom,ORG,2005
Siemens/Myrio,ORG,2005
12,CARDINAL,2005
1,CARDINAL,2005
recent years,DATE,2005
Linux,ORG,2005
Eclipse,PRODUCT,2005
100,CARDINAL,2005
1,CARDINAL,2005
third,ORDINAL,2005
U.S.,GPE,2005
the United States,GPE,2005
Third,ORDINAL,2005
13,CARDINAL,2005
third,ORDINAL,2005
the U.S. Department of Justice,ORG,2005
18,CARDINAL,2005
the District of Columbia,GPE,2005
two,CARDINAL,2005
a Consent Decree,LAW,2005
November 2001,DATE,2005
a Final Judgment,WORK_OF_ART,2005
November 2002,DATE,2005
Windows,PRODUCT,2005
Windows,PRODUCT,2005
March 2004,DATE,2005
the European Commission,ORG,2005
Windows,PRODUCT,2005
Windows,PRODUCT,2005
Windows,PRODUCT,2005
Microsoft,ORG,2005
European,NORP,2005
Commission,ORG,2005
Windows,PRODUCT,2005
third,ORDINAL,2005
Commission,ORG,2005
Microsoft,ORG,2005
Windows,PRODUCT,2005
Commission,ORG,2005
14,CARDINAL,2005
1,CARDINAL,2005
the European Commission,ORG,2005
Windows,PRODUCT,2005
Europe,LOC,2005
Microsoft,ORG,2005
Windows Vista,PRODUCT,2005
"Windows Vista, Office 12",ORG,2005
MSN Search,ORG,2005
SQL Server,ORG,2005
Windows Server,PRODUCT,2005
Xbox 360,PRODUCT,2005
a number of years,DATE,2005
Windows,PRODUCT,2005
Windows Vista,PRODUCT,2005
the Microsoft Office System (Office 12,ORG,2005
the United States,GPE,2005
1,CARDINAL,2005
Xbox 360,PRODUCT,2005
Xbox 360,PRODUCT,2005
Xbox 360,PRODUCT,2005
Xbox,PRODUCT,2005
Xbox 360,PRODUCT,2005
Asia,LOC,2005
at least annually,DATE,2005
Item,PERSON,2005
8,CARDINAL,2005
Item 7,PERSON,2005
Managements Discussion and Analysis of Financial Condition and Results of Operations,ORG,2005
100,CARDINAL,2005
the United States,GPE,2005
the United States,GPE,2005
U.S.,GPE,2005
Seattle,GPE,2005
Washington,GPE,2005
Silicon Valley,LOC,2005
California,GPE,2005
managements,ORG,2005
third,ORDINAL,2005
"June 30, 2005",DATE,2005
$2.0 billion,MONEY,2005
third,ORDINAL,2005
MSN,ORG,2005
"August 25, 2005",DATE,2005
Company,ORG,2005
William H. Gates III,PERSON,2005
49,CARDINAL,2005
Board,ORG,2005
Software Architect,PERSON,2005
Steven A. Ballmer,PERSON,2005
James E. Allchin,PERSON,2005
Robert J.,PERSON,2005
Robbie,PERSON,2005
Bach,PERSON,2005
43,CARDINAL,2005
Home and Entertainment,ORG,2005
Lisa Brummel,PERSON,2005
45,CARDINAL,2005
Douglas J. Burgum,PERSON,2005
49,CARDINAL,2005
Microsoft Business Solutions,ORG,2005
David W. Cole,PERSON,2005
43,CARDINAL,2005
MSN,ORG,2005
Personal Services Group,ORG,2005
Jean-Philippe Courtois,PERSON,2005
45,CARDINAL,2005
Microsoft International,ORG,2005
J. Scott Di Valerio,PERSON,2005
42,CARDINAL,2005
Finance and Administration,ORG,2005
Kevin R. Johnson,PERSON,2005
"Worldwide Sales, Marketing and Services",ORG,2005
Christopher P. Liddell,PERSON,2005
47,CARDINAL,2005
Finance and Administration,ORG,2005
Michelle,PERSON,2005
Mich,PERSON,2005
38,CARDINAL,2005
Craig J. Mundie,PERSON,2005
Advanced Strategies,ORG,2005
47 Group,ORG,2005
Eric D. Rudder,PERSON,2005
38,CARDINAL,2005
Server and Tools Business,ORG,2005
Bradford L. Smith,PERSON,2005
Legal and Corporate Affairs,ORG,2005
General Counsel,ORG,2005
Gates,PERSON,2005
Microsoft,ORG,2005
1975,DATE,2005
1981,DATE,2005
January 2000,DATE,2005
Software Architect,PERSON,2005
Gates,PERSON,2005
17,CARDINAL,2005
Ballmer,PERSON,2005
the Company,ORG,2005
January 2000,DATE,2005
July 1998 to February 2001,DATE,2005
Sales and Support,ORG,2005
February 1992,DATE,2005
Microsoft,ORG,2005
1980,DATE,2005
Allchin,PERSON,2005
Group,ORG,2005
December 1999,DATE,2005
March 1999,DATE,2005
Personal and Business Systems,ORG,2005
February 1996,DATE,2005
Allchin,PERSON,2005
Microsoft,ORG,2005
1990,DATE,2005
Bach,PERSON,2005
Home and Entertainment,ORG,2005
March 2000,DATE,2005
Home and Retail,ORG,2005
March 1999,DATE,2005
"Learning, Entertainment and Productivity",ORG,2005
Desktop Applications Marketing,ORG,2005
1996,DATE,2005
Bach,PERSON,2005
Microsoft,ORG,2005
1988,DATE,2005
Brummel,PERSON,2005
Human Resources,ORG,2005
April 2005,DATE,2005
the Home and Retail Division,ORG,2005
Microsoft,ORG,2005
1989,DATE,2005
Burgum,PERSON,2005
Company,ORG,2005
"Great Plains Software, Inc.",ORG,2005
April 2001,DATE,2005
Great Plains,GPE,2005
Great Plains,GPE,2005
1983,DATE,2005
Cole,PERSON,2005
MSN,ORG,2005
Personal Services,ORG,2005
November 2001,DATE,2005
Services Platform Division,ORG,2005
August 2000,DATE,2005
Consumer Services,ORG,2005
December 1999,DATE,2005
March 1999,DATE,2005
Web Client,ORG,2005
Internet Client and Collaboration,ORG,2005
Cole,PERSON,2005
Microsoft,ORG,2005
1986,DATE,2005
Courtois,PERSON,2005
Microsoft International,ORG,2005
June 2005,DATE,2005
Microsoft Europe,ORG,2005
Middle East,LOC,2005
Africa,LOC,2005
March 2003,DATE,2005
Microsoft Europe,ORG,2005
Middle East,LOC,2005
Africa,LOC,2005
July 2000,DATE,2005
Worldwide Customer Marketing,ORG,2005
July 1998,DATE,2005
Courtois,PERSON,2005
Microsoft,ORG,2005
1984,DATE,2005
Di Valerio,PERSON,2005
Finance and Administration,ORG,2005
Chief Accounting Officer,ORG,2005
May 2005,DATE,2005
Corporate Controller,ORG,2005
April 2003,DATE,2005
Microsoft,ORG,2005
Di Valerio,PERSON,2005
The Walt Disney Company,ORG,2005
January 2001,DATE,2005
April 2003,DATE,2005
Disney,ORG,2005
Di Valerio,PERSON,2005
Mindwave Software Inc.,ORG,2005
May 2000 to October 2000,DATE,2005
Mindwave,NORP,2005
Di Valerio,PERSON,2005
15 years,DATE,2005
PricewaterhouseCoopers,ORG,2005
Johnson,PERSON,2005
Group,ORG,2005
"Worldwide Sales, Marketing and Services",ORG,2005
March 2003,DATE,2005
Microsoft Americas,ORG,2005
February 2002,DATE,2005
Johnson,PERSON,2005
"U.S. Sales, Marketing",ORG,2005
August 2001,DATE,2005
"U.S. Sales, Marketing and Services",ORG,2005
Microsoft,ORG,2005
1992,DATE,2005
Liddell,PERSON,2005
Finance and Administration,ORG,2005
May 2005,DATE,2005
Liddell,PERSON,2005
International Paper Company,ORG,2005
March 2003,DATE,2005
Liddell,PERSON,2005
International Paper,ORG,2005
New Zealand,GPE,2005
Carter Holt Harvey Limited,ORG,2005
the ten years,DATE,2005
Microsoft,ORG,2005
Liddell,PERSON,2005
Carter Holt Harvey Limited,ORG,2005
1999 to 2002,DATE,2005
1995,DATE,2005
1998,DATE,2005
Mathews,PERSON,2005
May 2005,DATE,2005
Mathews,PERSON,2005
August 2001,DATE,2005
Corporate Public Relations,ORG,2005
1999,DATE,2005
Mathews,PERSON,2005
Microsoft,ORG,2005
1993,DATE,2005
Mundie,PERSON,2005
Advanced Strategies and Policy,ORG,2005
August 2001,DATE,2005
Consumer Platforms,ORG,2005
February 1996,DATE,2005
Microsoft,ORG,2005
1992,DATE,2005
Raikes,PERSON,2005
Group,ORG,2005
Information Worker Business,ORG,2005
June 2004,DATE,2005
Group,ORG,2005
Productivity and Business Services,ORG,2005
August 2000,DATE,2005
Raikes,PERSON,2005
Group,ORG,2005
Sales and Support,ORG,2005
July 1998,DATE,2005
Raikes,PERSON,2005
Microsoft,ORG,2005
1981,DATE,2005
Rudder,PERSON,2005
Server and Tools Business,ORG,2005
June 2003,DATE,2005
Developer and Platform Evangelism,ORG,2005
Rudder,PERSON,2005
Microsoft,ORG,2005
1988,DATE,2005
Smith,PERSON,2005
Legal and Corporate Affairs,ORG,2005
General Counsel,ORG,2005
November 2001,DATE,2005
Smith,PERSON,2005
July 2002,DATE,2005
the European Law and Corporate Affairs Group,LAW,2005
Paris,GPE,2005
Microsoft,ORG,2005
1993,DATE,2005
18,CARDINAL,2005
1,CARDINAL,2005
2,CARDINAL,2005
3,DATE,2005
4,CARDINAL,2005
"June 30, 2005",DATE,2005
"approximately 61,000",CARDINAL,2005
"39,000",CARDINAL,2005
the United States,GPE,2005
"22,000",CARDINAL,2005
"24,000",CARDINAL,2005
"18,000",CARDINAL,2005
"12,000",CARDINAL,2005
"2,000",CARDINAL,2005
"5,000",CARDINAL,2005
annual,DATE,2005
quarterly,DATE,2005
SEC,ORG,2005
SEC,ORG,2005
SEC,ORG,2005
2,CARDINAL,2005
approximately 9.3 million square feet,QUANTITY,2005
King County,GPE,2005
Washington,GPE,2005
7.5 million square feet,QUANTITY,2005
slightly more than 395 acres,QUANTITY,2005
approximately 1.8 million square feet,QUANTITY,2005
"approximately 576,000 square feet",QUANTITY,2005
Puget Sound,LOC,2005
approximately 2.4 million square feet,QUANTITY,2005
approximately 6.3 million square feet,QUANTITY,2005
"approximately 536,000 square feet",QUANTITY,2005
European Operations Center,ORG,2005
"187,000 square-foot",QUANTITY,2005
Dublin,GPE,2005
Ireland,GPE,2005
"56,000 square-foot",QUANTITY,2005
Humacao,GPE,2005
Puerto Rico,GPE,2005
"155,100 square-foot",QUANTITY,2005
Singapore,GPE,2005
Asia Pacific Operations Center,ORG,2005
Regional,ORG,2005
Tokyo,GPE,2005
Japan,GPE,2005
"511,000 square feet",QUANTITY,2005
Unterschleissheim,PERSON,2005
Germany,GPE,2005
"381,000 square feet",QUANTITY,2005
Les Ulis,GPE,2005
France,GPE,2005
"262,000 square feet",QUANTITY,2005
"England 241,000 square feet",QUANTITY,2005
Mississauga,GPE,2005
Canada,GPE,2005
"235,000 square feet",QUANTITY,2005
May 2005,DATE,2005
Redmond,GPE,2005
Washington City Council,ORG,2005
an additional 2.2 million square feet,QUANTITY,2005
63 acres,QUANTITY,2005
Issaquah,GPE,2005
Washington,GPE,2005
1.2 million square feet,QUANTITY,2005
3,CARDINAL,2005
"July 1, 2005",DATE,2005
IBM,ORG,2005
IBM,ORG,2005
United States,GPE,2005
Microsoft,ORG,2005
IBM,ORG,2005
the U. S. District Court,ORG,2005
SmartSuite,ORG,2005
IBM,ORG,2005
$775 million,MONEY,2005
$75 million,MONEY,2005
Microsoft,ORG,2005
IBM,ORG,2005
IBM,ORG,2005
at least two years,DATE,2005
17,CARDINAL,2005
4,CARDINAL,2005
the fourth quarter of fiscal year 2005,DATE,2005
1975,DATE,2006
more than 100,CARDINAL,2006
Xbox 360,PRODUCT,2006
"Windows Live, Office Live",PRODUCT,2006
MSN,ORG,2006
customers,ORG,2006
the past few years,DATE,2006
Redmond,GPE,2006
Washington,GPE,2006
the United States,GPE,2006
China,GPE,2006
Denmark,GPE,2006
England,GPE,2006
India,GPE,2006
Ireland,GPE,2006
Israel,GPE,2006
3,CARDINAL,2006
one,CARDINAL,2006
the fiscal years,DATE,2006
seven,CARDINAL,2006
Server and Tools,ORG,2006
Information Worker,ORG,2006
Microsoft Business Solutions,ORG,2006
MSN,ORG,2006
Mobile and Embedded Devices,ORG,2006
Home and Entertainment,ORG,2006
18,CARDINAL,2006
"July 17, 2006",DATE,2006
September 2005,DATE,2006
fiscal year 2007,DATE,2006
seven,CARDINAL,2006
"fiscal year 2006, 2005",DATE,2006
2004,DATE,2006
Client Client,ORG,2006
Windows,PRODUCT,2006
Windows,PRODUCT,2006
Windows,PRODUCT,2006
Windows,PRODUCT,2006
OEM,ORG,2006
over 80%,PERCENT,2006
Windows,PRODUCT,2006
Windows Vista,PRODUCT,2006
Microsoft,ORG,2006
Windows Vista,PRODUCT,2006
Windows XP Professional and Home,ORG,2006
Media Center Edition,ORG,2006
Tablet,PRODUCT,2006
Windows,PRODUCT,2006
Competition Client,ORG,2006
Apple Computer,ORG,2006
Hewlett-Packard,ORG,2006
IBM,ORG,2006
Sun Microsystems,ORG,2006
Linux,PRODUCT,2006
General Public License,ORG,2006
Windows,PRODUCT,2006
Mozilla,ORG,2006
Windows,PRODUCT,2006
"Apple Computer, Real Networks",ORG,2006
Windows Media Player,PRODUCT,2006
Server and Tools Server,ORG,2006
Windows Server,PRODUCT,2006
Windows Server,PRODUCT,2006
Windows Server,PRODUCT,2006
the Windows Server 2003,PRODUCT,2006
Windows Server,PRODUCT,2006
Server and Tools,ORG,2006
the Enterprise Partner Group,ORG,2006
Public Sector,ORG,2006
4,CARDINAL,2006
one third,CARDINAL,2006
approximately 10%,PERCENT,2006
Approximately 15%,PERCENT,2006
Products and Services,ORG,2006
Windows Server,PRODUCT,2006
Microsoft SQL Server,ORG,2006
Exchange Server,ORG,2006
Microsoft Consulting Services,ORG,2006
Visual Studio,ORG,2006
System Center,ORG,2006
Biz Talk Server,ORG,2006
Hewlett-Packard,ORG,2006
IBM,ORG,2006
Sun Microsystems,ORG,2006
Linux,PRODUCT,2006
Linux,ORG,2006
Linux,ORG,2006
Windows,PRODUCT,2006
Linux,ORG,2006
Novell,ORG,2006
Red Hat,ORG,2006
IBM,ORG,2006
Sun Microsystems,ORG,2006
the Java 2 Platform Enterprise Edition,ORG,2006
CA,ORG,2006
IBM,ORG,2006
Oracle,ORG,2006
System Center,ORG,2006
BMC,ORG,2006
CA,ORG,2006
IBM,ORG,2006
Forefront Security,ORG,2006
McAfee,ORG,2006
Symantec,ORG,2006
Trend Micro,ORG,2006
IBM,ORG,2006
Lotus Notes,PRODUCT,2006
Apache Web Server,ORG,2006
Adobe,ORG,2006
BEA Systems,ORG,2006
Borland,ORG,2006
IBM,ORG,2006
Oracle,ORG,2006
Sun Microsystems,ORG,2006
Worker Information Worker,ORG,2006
Microsoft Office,ORG,2006
Office,ORG,2006
over 85%,PERCENT,2006
Information Worker,ORG,2006
Office,ORG,2006
Approximately 40%,PERCENT,2006
Information Worker,ORG,2006
year,DATE,2006
a given year,DATE,2006
North America,LOC,2006
Europe,LOC,2006
Information Worker,ORG,2006
Approximately 40%,PERCENT,2006
Information Worker,ORG,2006
approximately 20%,PERCENT,2006
Information Worker,ORG,2006
2007,DATE,2006
Microsoft Office,ORG,2006
Microsoft Office,ORG,2006
Microsoft Project,ORG,2006
Microsoft Visio,ORG,2006
SharePoint,ORG,2006
Portal Server CAL,ORG,2006
Microsoft Live Meeting,ORG,2006
Office Communication Server,ORG,2006
5,CARDINAL,2006
Microsoft Office,ORG,2006
Apple,ORG,2006
Corel,ORG,2006
Google,ORG,2006
IBM,ORG,2006
Novell,ORG,2006
Oracle,ORG,2006
Red Hat,ORG,2006
Sun Microsystems,ORG,2006
Europe,LOC,2006
Asia,LOC,2006
IBM,ORG,2006
Smartsuite,NORP,2006
