entity,type,year
Earthlink,ORG,2004
DSL,ORG,2004
MSN,ORG,2004
Mobile and Embedded Devices,ORG,2004
Nokia,ORG,2004
Openwave Systems,ORG,2004
PalmSource,ORG,2004
Symbian,ORG,2004
IBM,ORG,2004
Linux,ORG,2004
Linux,ORG,2004
Metrowerks,ORG,2004
MontaVista Software,ORG,2004
DeLorme,ORG,2004
Mapquest.com,ORG,2004
Rand McNally,ORG,2004
Webraska Mobile Technologies,ORG,2004
Yahoo,ORG,2004
IBM,ORG,2004
QNX Software Systems,ORG,2004
Home and Entertainment,ORG,2004
Nintendo,ORG,2004
Sony,ORG,2004
Acclaim Entertainment,ORG,2004
Activision,ORG,2004
Atari,ORG,2004
Capcom,ORG,2004
Eidos,ORG,2004
Electronic Arts,ORG,2004
Sega,ORG,2004
Tecmo,ORG,2004
THQ,ORG,2004
Ubi Soft,ORG,2004
SEC,ORG,2004
SEC,ORG,2004
SEC,ORG,2004
European Operations Center,ORG,2004
Asia Pacific Operations Center,ORG,2004
Regional,ORG,2004
Company,ORG,2004
Board,ORG,2004
Microsoft Business Solutions,ORG,2004
MSN,ORG,2004
Personal Services Group,ORG,2004
Microsoft Europe,ORG,2004
"Worldwide Sales, Marketing and Services Michelle",ORG,2004
Mich) Mathews,ORG,2004
Advanced Strategies,ORG,2004
46 Group,ORG,2004
Server and Tools,ORG,2004
General Counsel,ORG,2004
Microsoft,ORG,2004
the Company,ORG,2004
Sales and Support,ORG,2004
Microsoft,ORG,2004
Group,ORG,2004
Platforms Group,ORG,2004
Personal and Business Systems,ORG,2004
Microsoft,ORG,2004
Home and Entertainment,ORG,2004
Home and Retail,ORG,2004
"Learning, Entertainment and Productivity",ORG,2004
Desktop Applications Marketing,ORG,2004
Microsoft,ORG,2004
Company,ORG,2004
"Great Plains Software, Inc.",ORG,2004
MSN,ORG,2004
Personal Services Group,ORG,2004
Services Platform Division,ORG,2004
Consumer Services,ORG,2004
Web Client,ORG,2004
Internet Client and Collaboration,ORG,2004
Microsoft,ORG,2004
Worldwide Enterprise Group,ORG,2004
Information Technology Group,ORG,2004
Microsoft,ORG,2004
Microsoft Europe,ORG,2004
Microsoft Europe,ORG,2004
Worldwide Customer Marketing,ORG,2004
Microsoft,ORG,2004
Microsoft,ORG,2004
Human Resources,ORG,2004
Microsoft,ORG,2004
Human Resources for the Americas,ORG,2004
Dell Computer Corporation,ORG,2004
Dell,ORG,2004
Human Resources,ORG,2004
Pepsi-Cola International,ORG,2004
Group,ORG,2004
"Worldwide Sales, Marketing and Services",ORG,2004
Microsoft Americas,ORG,2004
"U.S. Sales, Marketing",ORG,2004
"U.S. Sales, Marketing and Services",ORG,2004
Microsoft,ORG,2004
Corporate Public Relations,ORG,2004
Microsoft,ORG,2004
Advanced Strategies and Policy,ORG,2004
Consumer Platforms,ORG,2004
Microsoft,ORG,2004
Group,ORG,2004
Information Worker Business,ORG,2004
Group,ORG,2004
Productivity and Business Services,ORG,2004
Group,ORG,2004
Sales and Support,ORG,2004
Microsoft,ORG,2004
Server and Tools Business,ORG,2004
Developer and Platform Evangelism,ORG,2004
Microsoft,ORG,2004
General Counsel,ORG,2004
Microsoft,ORG,2004
Business Platforms,ORG,2004
Business Applications,ORG,2004
Microsoft,ORG,2004
Server and Tools,ORG,2005
Information Worker,ORG,2005
Microsoft Business Solutions,ORG,2005
MSN,ORG,2005
Mobile and Embedded Devices,ORG,2005
Home and Entertainment,ORG,2005
Microsoft,ORG,2005
Client,ORG,2005
OEM,ORG,2005
Client,ORG,2005
Media Center,ORG,2005
Windows Media,ORG,2005
Windows XP Professional,ORG,2005
Home Edition,ORG,2005
the Home and Entertainment,ORG,2005
Client,ORG,2005
Microsoft,ORG,2005
Server,ORG,2005
Microsoft,ORG,2005
Server,ORG,2005
Microsoft Press,ORG,2005
the Enterprise and Partner Group,ORG,2005
Public Sector,ORG,2005
Windows Server System,ORG,2005
customers,ORG,2005
non-Microsoft,ORG,2005
HTTP,ORG,2005
XML,ORG,2005
XML,ORG,2005
SQL Server,ORG,2005
Exchange Server,ORG,2005
Systems Management Server (SMS,ORG,2005
Small Business Server,ORG,2005
BizTalk Server,ORG,2005
Microsoft,ORG,2005
Server and Tools,ORG,2005
Visual Studio,ORG,2005
BizTalk Server,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office,ORG,2005
the Microsoft Office 2003 Editions,ORG,2005
Microsoft Office Outlook,ORG,2005
Microsoft Office Excel 2003,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office Word 2003,ORG,2005
Microsoft Office Access,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office,ORG,2005
the Microsoft Office System,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office Project,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office Live Communications Server 2005,ORG,2005
Microsoft Office Live Meeting,ORG,2005
Microsoft Office,ORG,2005
Microsoft Office SharePoint Portal,ORG,2005
Virtual Office,ORG,2005
Information Worker,ORG,2005
Information Worker,ORG,2005
Information Worker,ORG,2005
Information Worker,ORG,2005
Information Worker,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft,ORG,2005
Microsoft Business Solutions,ORG,2005
Small,ORG,2005
Mid-Market Solutions & Partners,ORG,2005
Information Worker,ORG,2005
Microsoft,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft Office,ORG,2005
Windows Server System,ORG,2005
Microsoft,ORG,2005
Line of Business Solutions,ORG,2005
Microsoft,ORG,2005
Microsoft Navision,ORG,2005
Microsoft Solomon,ORG,2005
Microsoft Axapta,ORG,2005
Microsoft CRM,ORG,2005
Microsoft Point,ORG,2005
Sale,ORG,2005
Microsoft Retail Management System,ORG,2005
Microsoft,ORG,2005
The Business Solutions R&D,ORG,2005
Office Small Business Accounting and Business Contact,ORG,2005
Outlook,ORG,2005
Information Worker,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft,ORG,2005
Microsoft Axapta,ORG,2005
Microsoft Great Plains,ORG,2005
Microsoft Navision,ORG,2005
Microsoft Solomon,ORG,2005
Microsoft,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
MSN Search,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
NBC Universal,ORG,2005
Microsoft,ORG,2005
Foxsports.com,ORG,2005
Fox Entertainment Group,ORG,2005
Expedia.com,ORG,2005
Match.com,ORG,2005
InterActiveCorp,ORG,2005
CareerBuilder.com,ORG,2005
MSN,ORG,2005
MSN Internet Access,ORG,2005
Premium Web Services,ORG,2005
MSN Internet Software Subscription,ORG,2005
MSN Hotmail Plus,ORG,2005
MSN Bill Pay,ORG,2005
MSN Radio Plus,ORG,2005
MSN Mobile,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
Nielsen Net Ratings,ORG,2005
comScore Media Metrix,ORG,2005
MSN,ORG,2005
MSN Messenger,ORG,2005
MSN,ORG,2005
MSN Internet Access,ORG,2005
MSN Premium Web Services,ORG,2005
Mobile and Embedded Devices,ORG,2005
The Mobile and Embedded Devices,ORG,2005
Pocket PC Phone Edition,ORG,2005
Portable Media Center,ORG,2005
IP)-based,ORG,2005
the MapPoint Web Service,ORG,2005
XML,ORG,2005
Mobile and Embedded Devices,ORG,2005
Exchange Service,ORG,2005
MapPoint,ORG,2005
MSN,ORG,2005
the Mobile and Embedded Devices,ORG,2005
MSN,ORG,2005
The Home and Entertainment,ORG,2005
Microsoft,ORG,2005
Home Products Division,ORG,2005
HPD,ORG,2005
Microsoft Office,ORG,2005
HPD,ORG,2005
Microsoft Xbox,ORG,2005
HPD,ORG,2005
Encarta,ORG,2005
Macintosh,ORG,2005
Microsoft,ORG,2005
MSTV,ORG,2005
the MSTV Foundation Edition,ORG,2005
IPTV,ORG,2005
Fargo,ORG,2005
Fargo,ORG,2005
Redmond,ORG,2005
Microsoft,ORG,2005
Intel Corporation,ORG,2005
GPU,ORG,2005
NVIDIA Corporation,ORG,2005
IBM Corporation,ORG,2005
GPU,ORG,2005
TSMC,ORG,2005
NEC,ORG,2005
Information Worker,ORG,2005
Office 12,ORG,2005
Microsoft Office,ORG,2005
Server & Tools,ORG,2005
MSN Search,ORG,2005
FrontBridge Technologies,ORG,2005
Acer,ORG,2005
Dell,ORG,2005
Fujitsu,ORG,2005
Fujitsu Siemens Computers,ORG,2005
Gateway,ORG,2005
Hewlett-Packard,ORG,2005
Lenovo,ORG,2005
NEC,ORG,2005
Samsung,ORG,2005
Sony,ORG,2005
Toshiba,ORG,2005
Enterprise Software Advisor,ORG,2005
These Enterprise Software Advisors,ORG,2005
LARs,ORG,2005
Ingram Micro,ORG,2005
Tech Data,ORG,2005
Software Spectrum,ORG,2005
Software House International,ORG,2005
Dell,ORG,2005
CDW,ORG,2005
Insight Enterprises,ORG,2005
Best Buy,ORG,2005
Wal-Mart,ORG,2005
Target,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Software Assurance,ORG,2005
Enterprise Agreement,ORG,2005
The Enterprise Subscription Agreement,ORG,2005
ESA,ORG,2005
ESA,ORG,2005
ESA,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
Home and Entertainment,ORG,2005
Microsoft Business Solutions,ORG,2005
the Microsoft Small Business Center,ORG,2005
Microsoft Developer Networks,ORG,2005
MSDN,ORG,2005
Internet Service Providers,ORG,2005
Dell,ORG,2005
Microsoft Office,ORG,2005
IBM,ORG,2005
Hewlett-Packard,ORG,2005
Apple Computer,ORG,2005
Sun Microsystems,ORG,2005
Linux,ORG,2005
General Public License,ORG,2005
Microsoft,ORG,2005
Mozilla,ORG,2005
"Apple Computer, Real Networks",ORG,2005
non-Microsoft,ORG,2005
non-Microsoft,ORG,2005
IBM,ORG,2005
Hewlett-Packard,ORG,2005
Sun Microsystems,ORG,2005
Linux,ORG,2005
Linux,ORG,2005
Novell,ORG,2005
Red Hat,ORG,2005
IBM,ORG,2005
Sun Microsystems,ORG,2005
the Java 2 Platform Enterprise Edition,ORG,2005
Oracle,ORG,2005
IBM,ORG,2005
Computer Associates,ORG,2005
IBM,ORG,2005
Apache Web Server,ORG,2005
BEA Systems,ORG,2005
Borland,ORG,2005
IBM,ORG,2005
Macromedia,ORG,2005
Oracle,ORG,2005
Sun Microsystems,ORG,2005
the Microsoft Office System,ORG,2005
Apple,ORG,2005
Corel,ORG,2005
IBM,ORG,2005
Oracle,ORG,2005
Sun Microsystems,ORG,2005
Novell,ORG,2005
Red Hat,ORG,2005
IBM,ORG,2005
Corel,ORG,2005
Apple,ORG,2005
Sun,ORG,2005
Novell,ORG,2005
Red Hat,ORG,2005
IBM,ORG,2005
SimDesk,ORG,2005
Microsoft Office System,ORG,2005
Information Worker,ORG,2005
Microsoft,ORG,2005
IBM,ORG,2005
Information Worker,ORG,2005
Microsoft Business Solutions,ORG,2005
Microsoft Business Solutions,ORG,2005
SMB,ORG,2005
SMB,ORG,2005
Intuit,ORG,2005
SAP,ORG,2005
Oracle/Peoplesoft,ORG,2005
Siebel,ORG,2005
SMB,ORG,2005
Salesforce.com,ORG,2005
Independent Software Vendors,ORG,2005
MSN,ORG,2005
MSN,ORG,2005
Yahoo,ORG,2005
Google,ORG,2005
AOL,ORG,2005
MSN,ORG,2005
Earthlink,ORG,2005
AOL,ORG,2005
Mobile and Embedded Devices,ORG,2005
Nokia,ORG,2005
Openwave Systems,ORG,2005
PalmSource,ORG,2005
Symbian,ORG,2005
IBM,ORG,2005
Linux,ORG,2005
Linux,ORG,2005
Metrowerks,ORG,2005
MontaVista Software,ORG,2005
DeLorme,ORG,2005
Mapquest.com,ORG,2005
Rand McNally,ORG,2005
Webraska Mobile Technologies,ORG,2005
Google,ORG,2005
IBM,ORG,2005
QNX Software Systems,ORG,2005
Home and Entertainment,ORG,2005
Nintendo,ORG,2005
Sony,ORG,2005
Sony,ORG,2005
Nintendo,ORG,2005
Acclaim Entertainment,ORG,2005
Activision,ORG,2005
Atari,ORG,2005
Capcom,ORG,2005
Eidos,ORG,2005
Electronic Arts,ORG,2005
Sega,ORG,2005
Tecmo,ORG,2005
THQ,ORG,2005
Ubi Soft,ORG,2005
MSTV,ORG,2005
IBM,ORG,2005
UTStarcom,ORG,2005
Siemens/Myrio,ORG,2005
Linux,ORG,2005
the U.S. Department of Justice,ORG,2005
the European Commission,ORG,2005
Microsoft,ORG,2005
Commission,ORG,2005
Commission,ORG,2005
Microsoft,ORG,2005
Commission,ORG,2005
the European Commission,ORG,2005
Microsoft,ORG,2005
"Windows Vista, Office 12",ORG,2005
MSN Search,ORG,2005
SQL Server,ORG,2005
the Microsoft Office System (Office 12,ORG,2005
Managements Discussion and Analysis of Financial Condition and Results of Operations,ORG,2005
managements,ORG,2005
MSN,ORG,2005
Company,ORG,2005
Board,ORG,2005
Home and Entertainment,ORG,2005
Microsoft Business Solutions,ORG,2005
MSN,ORG,2005
Personal Services Group,ORG,2005
Microsoft International,ORG,2005
Finance and Administration,ORG,2005
"Worldwide Sales, Marketing and Services",ORG,2005
Finance and Administration,ORG,2005
Advanced Strategies,ORG,2005
47 Group,ORG,2005
Server and Tools Business,ORG,2005
Legal and Corporate Affairs,ORG,2005
General Counsel,ORG,2005
Microsoft,ORG,2005
the Company,ORG,2005
Sales and Support,ORG,2005
Microsoft,ORG,2005
Group,ORG,2005
Personal and Business Systems,ORG,2005
Microsoft,ORG,2005
Home and Entertainment,ORG,2005
Home and Retail,ORG,2005
"Learning, Entertainment and Productivity",ORG,2005
Desktop Applications Marketing,ORG,2005
Microsoft,ORG,2005
Human Resources,ORG,2005
the Home and Retail Division,ORG,2005
Microsoft,ORG,2005
Company,ORG,2005
"Great Plains Software, Inc.",ORG,2005
MSN,ORG,2005
Personal Services,ORG,2005
Services Platform Division,ORG,2005
Consumer Services,ORG,2005
Web Client,ORG,2005
Internet Client and Collaboration,ORG,2005
Microsoft,ORG,2005
Microsoft International,ORG,2005
Microsoft Europe,ORG,2005
Microsoft Europe,ORG,2005
Worldwide Customer Marketing,ORG,2005
Microsoft,ORG,2005
Finance and Administration,ORG,2005
Chief Accounting Officer,ORG,2005
Corporate Controller,ORG,2005
Microsoft,ORG,2005
The Walt Disney Company,ORG,2005
Disney,ORG,2005
Mindwave Software Inc.,ORG,2005
PricewaterhouseCoopers,ORG,2005
Group,ORG,2005
"Worldwide Sales, Marketing and Services",ORG,2005
Microsoft Americas,ORG,2005
"U.S. Sales, Marketing",ORG,2005
"U.S. Sales, Marketing and Services",ORG,2005
Microsoft,ORG,2005
Finance and Administration,ORG,2005
International Paper Company,ORG,2005
International Paper,ORG,2005
Carter Holt Harvey Limited,ORG,2005
Microsoft,ORG,2005
Carter Holt Harvey Limited,ORG,2005
Corporate Public Relations,ORG,2005
Microsoft,ORG,2005
Advanced Strategies and Policy,ORG,2005
Consumer Platforms,ORG,2005
Microsoft,ORG,2005
Group,ORG,2005
Information Worker Business,ORG,2005
Group,ORG,2005
Productivity and Business Services,ORG,2005
Group,ORG,2005
Sales and Support,ORG,2005
Microsoft,ORG,2005
Server and Tools Business,ORG,2005
Developer and Platform Evangelism,ORG,2005
Microsoft,ORG,2005
Legal and Corporate Affairs,ORG,2005
General Counsel,ORG,2005
Microsoft,ORG,2005
SEC,ORG,2005
SEC,ORG,2005
SEC,ORG,2005
European Operations Center,ORG,2005
Asia Pacific Operations Center,ORG,2005
Regional,ORG,2005
Washington City Council,ORG,2005
IBM,ORG,2005
IBM,ORG,2005
Microsoft,ORG,2005
IBM,ORG,2005
the U. S. District Court,ORG,2005
SmartSuite,ORG,2005
IBM,ORG,2005
Microsoft,ORG,2005
IBM,ORG,2005
IBM,ORG,2005
MSN,ORG,2006
customers,ORG,2006
Server and Tools,ORG,2006
Information Worker,ORG,2006
Microsoft Business Solutions,ORG,2006
MSN,ORG,2006
Mobile and Embedded Devices,ORG,2006
Home and Entertainment,ORG,2006
Client Client,ORG,2006
OEM,ORG,2006
Microsoft,ORG,2006
Windows XP Professional and Home,ORG,2006
Media Center Edition,ORG,2006
Competition Client,ORG,2006
Apple Computer,ORG,2006
Hewlett-Packard,ORG,2006
IBM,ORG,2006
Sun Microsystems,ORG,2006
General Public License,ORG,2006
Mozilla,ORG,2006
"Apple Computer, Real Networks",ORG,2006
Server and Tools Server,ORG,2006
Server and Tools,ORG,2006
the Enterprise Partner Group,ORG,2006
Public Sector,ORG,2006
Products and Services,ORG,2006
Microsoft SQL Server,ORG,2006
Exchange Server,ORG,2006
Microsoft Consulting Services,ORG,2006
Visual Studio,ORG,2006
System Center,ORG,2006
Biz Talk Server,ORG,2006
Hewlett-Packard,ORG,2006
IBM,ORG,2006
Sun Microsystems,ORG,2006
Linux,ORG,2006
Linux,ORG,2006
Linux,ORG,2006
Novell,ORG,2006
Red Hat,ORG,2006
IBM,ORG,2006
Sun Microsystems,ORG,2006
the Java 2 Platform Enterprise Edition,ORG,2006
CA,ORG,2006
IBM,ORG,2006
Oracle,ORG,2006
System Center,ORG,2006
BMC,ORG,2006
CA,ORG,2006
IBM,ORG,2006
Forefront Security,ORG,2006
McAfee,ORG,2006
Symantec,ORG,2006
Trend Micro,ORG,2006
IBM,ORG,2006
Apache Web Server,ORG,2006
Adobe,ORG,2006
BEA Systems,ORG,2006
Borland,ORG,2006
IBM,ORG,2006
Oracle,ORG,2006
Sun Microsystems,ORG,2006
Worker Information Worker,ORG,2006
Microsoft Office,ORG,2006
Office,ORG,2006
Information Worker,ORG,2006
Office,ORG,2006
Information Worker,ORG,2006
Information Worker,ORG,2006
Information Worker,ORG,2006
Information Worker,ORG,2006
Microsoft Office,ORG,2006
Microsoft Office,ORG,2006
Microsoft Project,ORG,2006
Microsoft Visio,ORG,2006
SharePoint,ORG,2006
Portal Server CAL,ORG,2006
Microsoft Live Meeting,ORG,2006
Office Communication Server,ORG,2006
Microsoft Office,ORG,2006
Apple,ORG,2006
Corel,ORG,2006
Google,ORG,2006
IBM,ORG,2006
Novell,ORG,2006
Oracle,ORG,2006
Red Hat,ORG,2006
Sun Microsystems,ORG,2006
IBM,ORG,2006
Corel,ORG,2006
Apple,ORG,2006
IBM,ORG,2006
Novell,ORG,2006
Red Hat,ORG,2006
Sun,ORG,2006
gOffice,ORG,2006
SimDesk,ORG,2006
ThinkFree,ORG,2006
Microsoft Office,ORG,2006
Google,ORG,2006
SharePoint,ORG,2006
IBM,ORG,2006
Office,ORG,2006
WebEx,ORG,2006
Business Objects,ORG,2006
Cognos,ORG,2006
Hyperion,ORG,2006
Microsoft Business Solutions Microsoft Business Solutions,ORG,2006
Microsoft Dynamics,ORG,2006
Software,ORG,2006
Microsoft Dynamics AX,ORG,2006
Microsoft Dynamics CRM,ORG,2006
Microsoft Dynamics GP,ORG,2006
Microsoft Dynamics NAV,ORG,2006
Microsoft Dynamics SL,ORG,2006
Microsoft Dynamics Retail Management System,ORG,2006
Microsoft,ORG,2006
Microsoft Office Small Business Accounting,ORG,2006
Oracle,ORG,2006
SAP,ORG,2006
Microsoft,ORG,2006
MSN MSN,ORG,2006
MSN Search,ORG,2006
MapPoint,ORG,2006
MSN,ORG,2006
MSN,ORG,2006
MSN,ORG,2006
MSN,ORG,2006
CareerBuilder.com,ORG,2006
Expedia.com,ORG,2006
Foxsports.com,ORG,2006
Match.com,ORG,2006
MSN,ORG,2006
MSN,ORG,2006
MSN,ORG,2006
MSN adCenter,ORG,2006
MSN adCenter,ORG,2006
MSN Search,ORG,2006
MapPoint,ORG,2006
MSN Internet Access,ORG,2006
MSN Premium Web Services,ORG,2006
MSN Internet Software Subscription,ORG,2006
MSN Hotmail Plus,ORG,2006
MSN Bill Pay,ORG,2006
MSN Radio Plus,ORG,2006
MSN Mobile Services,ORG,2006
Competition MSN,ORG,2006
AOL,ORG,2006
Google,ORG,2006
Yahoo,ORG,2006
MSN,ORG,2006
AOL,ORG,2006
Earthlink,ORG,2006
Mobile and Embedded Devices Mobile and Embedded Devices,ORG,2006
Nokia,ORG,2006
Openwave Systems,ORG,2006
QUALCOMM,ORG,2006
Research In Motion,ORG,2006
Symbian,ORG,2006
IBM,ORG,2006
Linux,ORG,2006
Linux,ORG,2006
Metrowerks,ORG,2006
MontaVista Software,ORG,2006
IBM,ORG,2006
QNX Software Systems,ORG,2006
Entertainment Home and Entertainment,ORG,2006
Microsoft,ORG,2006
Consumer Productivity Experience Group,ORG,2006
Encarta,ORG,2006
Macintosh,ORG,2006
Microsoft,ORG,2006
Microsoft Office,ORG,2006
Xbox,ORG,2006
CPxG,ORG,2006
MSTV Foundation Edition,ORG,2006
IPTV,ORG,2006
Nintendo,ORG,2006
Sony,ORG,2006
Nintendo,ORG,2006
Sony,ORG,2006
Success,ORG,2006
Redmond,ORG,2006
Microsoft,ORG,2006
IBM,ORG,2006
Taiwan Semiconductor Manufacturing Company,ORG,2006
NEC Corporation,ORG,2006
"The Client, Server & Tools",ORG,2006
Information Worker,ORG,2006
Microsoft Office,ORG,2006
Exchange Server 2007,ORG,2006
FlexGo,ORG,2006
well,ORG,2006
IPTV,ORG,2006
Microsoft,ORG,2006
Windows Live Academic Search,ORG,2006
Live Labs,ORG,2006
Acer,ORG,2006
Dell,ORG,2006
Fujitsu,ORG,2006
Fujitsu Siemens Computers,ORG,2006
Gateway,ORG,2006
Hewlett-Packard,ORG,2006
Lenovo,ORG,2006
NEC,ORG,2006
Samsung,ORG,2006
Sony,ORG,2006
Toshiba,ORG,2006
Distributors and Resellers,ORG,2006
Enterprise Software Advisor,ORG,2006
These Enterprise Software Advisors,ORG,2006
LARs,ORG,2006
Ingram Micro,ORG,2006
Tech Data,ORG,2006
CDW,ORG,2006
Dell,ORG,2006
Insight Enterprises,ORG,2006
Software House International,ORG,2006
Software Spectrum,ORG,2006
Best Buy,ORG,2006
Target,ORG,2006
Wal-Mart,ORG,2006
Software Assurance,ORG,2006
Software Assurance,ORG,2006
Software Assurance,ORG,2006
Software Assurance,ORG,2006
Software Assurance,ORG,2006
Software Assurance,ORG,2006
Software Assurance,ORG,2006
MSN,ORG,2006
MSN,ORG,2006
MSN,ORG,2006
Home and Entertainment,ORG,2006
Microsoft Business Solutions,ORG,2006
the Microsoft Small Business Center,ORG,2006
Microsoft Developer Networks,ORG,2006
Service Providers,ORG,2006
Dell,ORG,2006
Microsoft Office,ORG,2006
Company,ORG,2006
the Board,ORG,2006
Microsoft Entertainment and Devices Division,ORG,2006
Microsoft Platforms and Services,ORG,2006
Microsoft Business Division,ORG,2006
Legal and Corporate Affairs,ORG,2006
General Counsel,ORG,2006
Microsoft,ORG,2006
Company,ORG,2006
Sales and Support,ORG,2006
Microsoft,ORG,2006
Microsoft Entertainment and Devices Division,ORG,2006
Home and Entertainment,ORG,2006
Home and Retail,ORG,2006
"Learning, Entertainment and Productivity",ORG,2006
Desktop Applications Marketing,ORG,2006
Microsoft,ORG,2006
Human Resources,ORG,2006
Human Resources,ORG,2006
the Home & Retail Division,ORG,2006
Microsoft,ORG,2006
Microsoft,ORG,2006
Consumer Productivity,ORG,2006
Kids,ORG,2006
Desktop,ORG,2006
Co-President,ORG,2006
Microsoft Platforms and Services Division,ORG,2006
Group,ORG,2006
"Worldwide Sales, Marketing and Services",ORG,2006
Microsoft Americas,ORG,2006
"U.S. Sales, Marketing",ORG,2006
"U.S. Sales, Marketing and Services",ORG,2006
Microsoft,ORG,2006
Company,ORG,2006
International Paper Company,ORG,2006
Carter Holt Harvey Limited,ORG,2006
International Paper,ORG,2006
Microsoft Business Division,ORG,2006
Group,ORG,2006
Information Worker Business,ORG,2006
Group,ORG,2006
Productivity and Business Services,ORG,2006
Group,ORG,2006
Sales and Support,ORG,2006
Microsoft,ORG,2006
Legal and Corporate Affairs,ORG,2006
General Counsel,ORG,2006
Microsoft,ORG,2006
Microsoft,ORG,2006
Sams Club,ORG,2006
"Wal-Mart Stores,",ORG,2006
Wal-Marts Information Systems Division,ORG,2006
the Information Systems Division,ORG,2006
the Securities and Exchange Commission,ORG,2006
SEC,ORG,2006
SEC,ORG,2006
RISK FACTORS Challenges,ORG,2006
the U.S. Department of Justice,ORG,2006
the European Commission,ORG,2006
Microsoft,ORG,2006
Commission,ORG,2006
Commission,ORG,2006
Microsoft,ORG,2006
Commission,ORG,2006
Microsoft,ORG,2006
Microsoft,ORG,2006
the Korean Fair Trade Commission,ORG,2006
Windows Media Services,ORG,2006
KFTC,ORG,2006
Microsoft,ORG,2006
Microsoft Office,ORG,2006
MSN Search,ORG,2006
Microsoft Office,ORG,2006
managements,ORG,2006
Managements Discussion and Analysis of Financial Condition and Results of Operations,ORG,2006
managements,ORG,2006
MSN,ORG,2006
SEC,ORG,2006
European Operations Center,ORG,2006
Asia Pacific Operations Center,ORG,2006
Regional,ORG,2006
the Korean Fair Trade Commission,ORG,2006
KFTC,ORG,2006
KFTC,ORG,2006
the Seoul High Court,ORG,2006
the European Commission,ORG,2006
,ORG,2006
the Court of First Instance,ORG,2006
Commissions,ORG,2006
Microsoft,ORG,2006
,ORG,2006
the Court of First Instance,ORG,2006
Zune,ORG,2007
MSN,ORG,2007
customers,ORG,2007
the Online Services Business,ORG,2007
the Microsoft Business Division,ORG,2007
the Entertainment and Devices Division,ORG,2007
Client Client,ORG,2007
OEM,ORG,2007
Windows Vista,ORG,2007
Home,ORG,2007
Home Premium,ORG,2007
Ultimate,ORG,2007
Business,ORG,2007
Media Center Edition,ORG,2007
Competition Client,ORG,2007
Apple Computer,ORG,2007
Hewlett-Packard,ORG,2007
IBM,ORG,2007
Sun Microsystems,ORG,2007
General Public License,ORG,2007
Mozilla,ORG,2007
"Apple Computer, Real Networks",ORG,2007
Server and Tools Server,ORG,2007
Server and Client,ORG,2007
Server and Tools,ORG,2007
the Enterprise Partner Group,ORG,2007
Public Sector,ORG,2007
Products and Services,ORG,2007
Microsoft SQL Server,ORG,2007
Microsoft Enterprise Services,ORG,2007
Visual Studio,ORG,2007
System Center,ORG,2007
Forefront Security,ORG,2007
Biz Talk Server,ORG,2007
MSDN,ORG,2007
TechNet,ORG,2007
Hewlett-Packard,ORG,2007
IBM,ORG,2007
Sun Microsystems,ORG,2007
Linux,ORG,2007
Novell,ORG,2007
Red Hat,ORG,2007
Linux,ORG,2007
VMWare,ORG,2007
Linux,ORG,2007
Novell,ORG,2007
Linux,ORG,2007
IBM,ORG,2007
Sun Microsystems,ORG,2007
the Java 2 Platform Enterprise Edition,ORG,2007
Computer Associates,ORG,2007
IBM,ORG,2007
Oracle,ORG,2007
System Center,ORG,2007
BMC,ORG,2007
Computer Associates,ORG,2007
IBM,ORG,2007
Forefront Security,ORG,2007
McAfee,ORG,2007
Symantec,ORG,2007
Trend Micro,ORG,2007
Apache Web Server,ORG,2007
Adobe,ORG,2007
BEA Systems,ORG,2007
Borland,ORG,2007
IBM,ORG,2007
Oracle,ORG,2007
Sun Microsystems,ORG,2007
OSB,ORG,2007
Live Search,ORG,2007
MSN,ORG,2007
OSB,ORG,2007
MSN Internet Access,ORG,2007
MSN Premium Web Services,ORG,2007
OneCare,ORG,2007
OSB,ORG,2007
OSB,ORG,2007
CareerBuilder.com,ORG,2007
Expedia.com,ORG,2007
Foxsports.com,ORG,2007
Match.com,ORG,2007
OSB,ORG,2007
MSN,ORG,2007
OSB,ORG,2007
adCenter,ORG,2007
Live.com,ORG,2007
Live Local Search,ORG,2007
MSN Soapbox,ORG,2007
MSN Video,ORG,2007
MSN Search,ORG,2007
MapPoint,ORG,2007
MSN Internet Access,ORG,2007
MSN Premium Web Services,ORG,2007
MSN Internet Software Subscription,ORG,2007
MSN Hotmail Plus,ORG,2007
